t_sec,x_km,y_km,z_km,vx_km_s,vy_km_s,vz_km_s
505273.732,-50363.356195982,-353087.968481226,-191409.936330413,0.959762855,-0.114708231,-0.024448578
505873.732,-49787.446632237,-353156.405220455,-191424.394931404,0.959935345,-0.113414183,-0.023746745
506473.732,-49211.434197334,-353224.065439679,-191438.432408680,0.960105759,-0.112119831,-0.023044832
507073.732,-48635.320137421,-353290.948957398,-191452.048714310,0.960274095,-0.110825178,-0.022342840
507673.732,-48059.105698903,-353357.055593471,-191465.243801104,0.960440354,-0.109530226,-0.021640770
508273.732,-47482.792128438,-353422.385169116,-191478.017622616,0.960604535,-0.108234977,-0.020938623
508873.732,-46906.380672939,-353486.937506915,-191490.370133142,0.960766637,-0.106939433,-0.020236400
509473.732,-46329.872579574,-353550.712430810,-191502.301287719,0.960926661,-0.105643598,-0.019534103
510073.732,-45753.269095759,-353613.709766103,-191513.811042127,0.961084605,-0.104347472,-0.018831733
510673.732,-45176.571469162,-353675.929339459,-191524.899352890,0.961240470,-0.103051058,-0.018129291
511273.732,-44599.780947702,-353737.370978903,-191535.566177272,0.961394255,-0.101754359,-0.017426779
511873.732,-44022.898779546,-353798.034513824,-191545.811473283,0.961545959,-0.100457377,-0.016724197
512473.732,-43445.926213106,-353857.919774971,-191555.635199671,0.961695582,-0.099160114,-0.016021547
513073.732,-42868.864497044,-353917.026594456,-191565.037315932,0.961843124,-0.097862572,-0.015318830
513673.732,-42291.714880264,-353975.354805753,-191574.017782300,0.961988585,-0.096564753,-0.014616047
514273.732,-41714.478611917,-354032.904243701,-191582.576559756,0.962131963,-0.095266661,-0.013913200
514873.732,-41137.156941395,-354089.674744498,-191590.713610021,0.962273258,-0.093968297,-0.013210290
515473.732,-40559.751118333,-354145.666145709,-191598.428895561,0.962412471,-0.092669663,-0.012507318
516073.732,-39982.262392607,-354200.878286258,-191605.722379583,0.962549601,-0.091370761,-0.011804285
516673.732,-39404.692014332,-354255.311006438,-191612.594026040,0.962684646,-0.090071595,-0.011101193
517273.732,-38827.041233863,-354308.964147900,-191619.043799625,0.962817608,-0.088772166,-0.010398043
517873.732,-38249.311301793,-354361.837553663,-191625.071665777,0.962948485,-0.087472477,-0.009694835
518473.732,-37671.503468950,-354413.931068109,-191630.677590676,0.963077277,-0.086172529,-0.008991572
519073.732,-37093.618986400,-354465.244536984,-191635.861541248,0.963203984,-0.084872325,-0.008288254
519673.732,-36515.659105440,-354515.777807399,-191640.623485161,0.963328605,-0.083571868,-0.007584883
520273.732,-35937.625077605,-354565.530727829,-191644.963390827,0.963451140,-0.082271159,-0.006881460
520873.732,-35359.518154659,-354614.503148116,-191648.881227401,0.963571589,-0.080970201,-0.006177987
521473.732,-34781.339588598,-354662.694919466,-191652.376964783,0.963689950,-0.079668996,-0.005474463
522073.732,-34203.090631650,-354710.105894451,-191655.450573616,0.963806225,-0.078367547,-0.004770892
522673.732,-33624.772536271,-354756.735927008,-191658.102025287,0.963920412,-0.077065855,-0.004067273
523273.732,-33046.386555144,-354802.584872441,-191660.331291927,0.964032511,-0.075763923,-0.003363608
523873.732,-32467.933941182,-354847.652587420,-191662.138346411,0.964142521,-0.074461754,-0.002659899
524473.732,-31889.415947521,-354891.938929982,-191663.523162359,0.964250443,-0.073159349,-0.001956147
525073.732,-31310.833827525,-354935.443759529,-191664.485714135,0.964356276,-0.071856711,-0.001252352
525673.732,-30732.188834779,-354978.166936833,-191665.025976846,0.964460019,-0.070553842,-0.000548517
526273.732,-30153.482223092,-355020.108324030,-191665.143926344,0.964561672,-0.069250744,0.000155358
526873.732,-29574.715246497,-355061.267784626,-191664.839539228,0.964661235,-0.067947420,0.000859272
527473.732,-28995.889159243,-355101.645183494,-191664.112792838,0.964758707,-0.066643872,0.001563222
528073.732,-28417.005215804,-355141.240386875,-191662.963665261,0.964854089,-0.065340102,0.002267209
528673.732,-27838.064670870,-355180.053262378,-191661.392135328,0.964947379,-0.064036113,0.002971230
529273.732,-27259.068779347,-355218.083678980,-191659.398182614,0.965038577,-0.062731906,0.003675285
529873.732,-26680.018796361,-355255.331507029,-191656.981787442,0.965127684,-0.061427485,0.004379371
530473.732,-26100.915977251,-355291.796618240,-191654.142930876,0.965214698,-0.060122851,0.005083489
531073.732,-25521.761577571,-355327.478885698,-191650.881594728,0.965299619,-0.058818006,0.005787636
531673.732,-24942.556853090,-355362.378183857,-191647.197761555,0.965382447,-0.057512953,0.006491812
532273.732,-24363.303059786,-355396.494388542,-191643.091414658,0.965463182,-0.056207695,0.007196015
532873.732,-23784.001453852,-355429.827376949,-191638.562538085,0.965541822,-0.054902233,0.007900244
533473.732,-23204.653291688,-355462.377027640,-191633.611116628,0.965618369,-0.053596569,0.008604498
534073.732,-22625.259829906,-355494.143220554,-191628.237135827,0.965692821,-0.052290707,0.009308775
534673.732,-22045.822325323,-355525.125836995,-191622.440581966,0.965765178,-0.050984648,0.010013075
535273.732,-21466.342034966,-355555.324759642,-191616.221442074,0.965835440,-0.049678395,0.010717395
535873.732,-20886.820216067,-355584.739872545,-191609.579703929,0.965903607,-0.048371950,0.011421735
536473.732,-20307.258126062,-355613.371061124,-191602.515356052,0.965969677,-0.047065314,0.012126094
537073.732,-19727.657022592,-355641.218212174,-191595.028387713,0.966033652,-0.045758491,0.012830470
537673.732,-19148.018163500,-355668.281213860,-191587.118788925,0.966095529,-0.044451483,0.013534862
538273.732,-18568.342806832,-355694.559955720,-191578.786550450,0.966155310,-0.043144292,0.014239269
538873.732,-17988.632210834,-355720.054328666,-191570.031663796,0.966212994,-0.041836921,0.014943689
539473.732,-17408.887633952,-355744.764224982,-191560.854121218,0.966268580,-0.040529371,0.015648122
540073.732,-16829.110334830,-355768.689538327,-191551.253915716,0.966322068,-0.039221645,0.016352565
540673.732,-16249.301572311,-355791.830163732,-191541.231041038,0.966373458,-0.037913745,0.017057019
541273.732,-15669.462605433,-355814.185997604,-191530.785491681,0.966422749,-0.036605673,0.017761481
541873.732,-15089.594693431,-355835.756937723,-191519.917262885,0.966469941,-0.035297433,0.018465950
542473.732,-14509.699095732,-355856.542883245,-191508.626350640,0.966515034,-0.033989025,0.019170425
543073.732,-13929.777071960,-355876.543734700,-191496.912751682,0.966558028,-0.032680453,0.019874905
543673.732,-13349.829881929,-355895.759393995,-191484.776463497,0.966598922,-0.031371718,0.020579389
544273.732,-12769.858785645,-355914.189764410,-191472.217484315,0.966637716,-0.030062823,0.021283875
544873.732,-12189.865043304,-355931.834750603,-191459.235813116,0.966674409,-0.028753771,0.021988362
545473.732,-11609.849915291,-355948.694258607,-191445.831449628,0.966709001,-0.027444563,0.022692849
546073.732,-11029.814662181,-355964.768195834,-191432.004394324,0.966741492,-0.026135202,0.023397335
546673.732,-10449.760544734,-355980.056471070,-191417.754648430,0.966771882,-0.024825690,0.024101818
547273.732,-9869.688823897,-355994.558994481,-191403.082213915,0.966800170,-0.023516030,0.024806297
547873.732,-9289.600760803,-356008.275677608,-191387.987093500,0.966826356,-0.022206223,0.025510770
548473.732,-8709.497616766,-356021.206433371,-191372.469290653,0.966850440,-0.020896272,0.026215238
549073.732,-8129.380653287,-356033.351176069,-191356.528809591,0.966872421,-0.019586180,0.026919698
549673.732,-7549.251132047,-356044.709821378,-191340.165655279,0.966892299,-0.018275948,0.027624148
550273.732,-6969.110314906,-356055.282286355,-191323.379833432,0.966910074,-0.016965579,0.028328589
550873.732,-6388.959463908,-356065.068489433,-191306.171350512,0.966925745,-0.015655075,0.029033019
551473.732,-5808.799841272,-356074.068350429,-191288.540213733,0.966939313,-0.014344439,0.029737435
552073.732,-5228.632709398,-356082.281790536,-191270.486431056,0.966950776,-0.013033673,0.030441838
552673.732,-4648.459330859,-356089.708732329,-191252.010011192,0.966960135,-0.011722779,0.031146226
553273.732,-4068.280968408,-356096.349099764,-191233.110963602,0.966967389,-0.010411759,0.031850597
553873.732,-3488.098884968,-356102.202818176,-191213.789298495,0.966972538,-0.009100616,0.032554950
554473.732,-2907.914343640,-356107.269814283,-191194.045026833,0.966975582,-0.007789351,0.033259285
555073.732,-2327.728607695,-356111.550016184,-191173.878160325,0.966976520,-0.006477969,0.033963600
555673.732,-1747.542940575,-356115.043353360,-191153.288711430,0.966975353,-0.005166469,0.034667893
556273.732,-1167.358605895,-356117.749756674,-191132.276693360,0.966972079,-0.003854856,0.035372163
556873.732,-587.176867436,-356119.669158374,-191110.842120075,0.966966698,-0.002543131,0.036076410
557473.732,-6.998989152,-356120.801492087,-191088.985006287,0.966959211,-0.001231297,0.036780632
558073.732,573.173764841,-356121.146692826,-191066.705367456,0.966949617,0.000080645,0.037484827
558673.732,1153.340130257,-356120.704696988,-191044.003219797,0.966937916,0.001392692,0.038188994
559273.732,1733.498842646,-356119.475442352,-191020.878580272,0.966924107,0.002704841,0.038893133
559873.732,2313.648637393,-356117.458868085,-190997.331466596,0.966908191,0.004017090,0.039597241
560473.732,2893.788249722,-356114.654914735,-190973.361897236,0.966890166,0.005329437,0.040301318
561073.732,3473.916414692,-356111.063524238,-190948.969891409,0.966870033,0.006641880,0.041005362
561673.732,4054.031867203,-356106.684639914,-190924.155469083,0.966847791,0.007954416,0.041709373
562273.732,4634.133341995,-356101.518206469,-190898.918650981,0.966823440,0.009267043,0.042413348
562873.732,5214.219573647,-356095.564169997,-190873.259458574,0.966796980,0.010579759,0.043117287
563473.732,5794.289296583,-356088.822477978,-190847.177914087,0.966768411,0.011892562,0.043821188
564073.732,6374.341245068,-356081.293079277,-190820.674040497,0.966737732,0.013205448,0.044525050
564673.732,6954.374153212,-356072.975924150,-190793.747861534,0.966704943,0.014518416,0.045228873
565273.732,7534.386754969,-356063.870964238,-190766.399401678,0.966670044,0.015831463,0.045932653
565873.732,8114.377784141,-356053.978152572,-190738.628686166,0.966633035,0.017144588,0.046636391
566473.732,8694.345974378,-356043.297443572,-190710.435740984,0.966593914,0.018457788,0.047340085
567073.732,9274.290059174,-356031.828793044,-190681.820592873,0.966552683,0.019771059,0.048043734
567673.732,9854.208771878,-356019.572158187,-190652.783269325,0.966509341,0.021084402,0.048747337
568273.732,10434.100845685,-356006.527497589,-190623.323798589,0.966463887,0.022397812,0.049450891
568873.732,11013.965013645,-355992.694771226,-190593.442209665,0.966416321,0.023711287,0.050154397
569473.732,11593.800008658,-355978.073940468,-190563.138532307,0.966366644,0.025024826,0.050857852
570073.732,12173.604563478,-355962.664968074,-190532.412797022,0.966314854,0.026338425,0.051561256
570673.732,12753.377410715,-355946.467818195,-190501.265035074,0.966260952,0.027652084,0.052264608
571273.732,13333.117282833,-355929.482456373,-190469.695278477,0.966204937,0.028965798,0.052967905
571873.732,13912.822912155,-355911.708849544,-190437.703560004,0.966146809,0.030279567,0.053671147
572473.732,14492.493030860,-355893.146966035,-190405.289913179,0.966086568,0.031593387,0.054374333
573073.732,15072.126370985,-355873.796775568,-190372.454372282,0.966024214,0.032907256,0.055077461
573673.732,15651.721664429,-355853.658249256,-190339.196972348,0.965959746,0.034221173,0.055780529
574273.732,16231.277642952,-355832.731359609,-190305.517749168,0.965893164,0.035535134,0.056483538
574873.732,16810.793038175,-355811.016080529,-190271.416739286,0.965824468,0.036849137,0.057186485
575473.732,17390.266581581,-355788.512387313,-190236.893980002,0.965753658,0.038163180,0.057889369
576073.732,17969.697004519,-355765.220256655,-190201.949509375,0.965680733,0.039477261,0.058592189
576673.732,18549.083038204,-355741.139666643,-190166.583366215,0.965605693,0.040791378,0.059294944
577273.732,19128.423413713,-355716.270596761,-190130.795590091,0.965528539,0.042105527,0.059997632
577873.732,19707.716861996,-355690.613027891,-190094.586221327,0.965449269,0.043419707,0.060700252
578473.732,20286.962113866,-355664.166942310,-190057.955301005,0.965367884,0.044733916,0.061402804
579073.732,20866.157900010,-355636.932323695,-190020.902870961,0.965284384,0.046048150,0.062105285
579673.732,21445.302950982,-355608.909157117,-189983.428973789,0.965198767,0.047362409,0.062807694
580273.732,22024.395997209,-355580.097429050,-189945.533652842,0.965111034,0.048676688,0.063510030
580873.732,22603.435768991,-355550.497127364,-189907.216952226,0.965021185,0.049990987,0.064212293
581473.732,23182.420996501,-355520.108241328,-189868.478916809,0.964929220,0.051305302,0.064914479
582073.732,23761.350409786,-355488.930761610,-189829.319592212,0.964835138,0.052619632,0.065616590
582673.732,24340.222738771,-355456.964680281,-189789.739024817,0.964738939,0.053933974,0.066318622
583273.732,24919.036713255,-355424.209990810,-189749.737261762,0.964640623,0.055248326,0.067020575
583873.732,25497.791062916,-355390.666688068,-189709.314350945,0.964540190,0.056562685,0.067722448
584473.732,26076.484517313,-355356.334768328,-189668.470341021,0.964437639,0.057877049,0.068424238
585073.732,26655.115805882,-355321.214229263,-189627.205281403,0.964332970,0.059191415,0.069125946
585673.732,27233.683657942,-355285.305069950,-189585.519222265,0.964226184,0.060505782,0.069827570
586273.732,27812.186802693,-355248.607290869,-189543.412214537,0.964117279,0.061820147,0.070529108
586873.732,28390.623969219,-355211.120893902,-189500.884309911,0.964006256,0.063134508,0.071230559
587473.732,28968.993886487,-355172.845882335,-189457.935560837,0.963893115,0.064448862,0.071931923
588073.732,29547.295283352,-355133.782260860,-189414.566020523,0.963777855,0.065763208,0.072633197
588673.732,30125.526888553,-355093.930035573,-189370.775742940,0.963660476,0.067077541,0.073334380
589273.732,30703.687430717,-355053.289213973,-189326.564782816,0.963540978,0.068391862,0.074035472
589873.732,31281.775638361,-355011.859804968,-189281.933195642,0.963419361,0.069706166,0.074736470
590473.732,31859.790239889,-354969.641818871,-189236.881037666,0.963295624,0.071020451,0.075437374
591073.732,32437.729963598,-354926.635267399,-189191.408365901,0.963169768,0.072334716,0.076138182
591673.732,33015.593537676,-354882.840163681,-189145.515238117,0.963041792,0.073648959,0.076838894
592273.732,33593.379690203,-354838.256522250,-189099.201712846,0.962911696,0.074963175,0.077539507
592873.732,34171.087149155,-354792.884359049,-189052.467849382,0.962779480,0.076277364,0.078240021
593473.732,34748.714642402,-354746.723691429,-189005.313707781,0.962645144,0.077591523,0.078940434
594073.732,35326.260897709,-354699.774538149,-188957.739348859,0.962508687,0.078905649,0.079640745
594673.732,35903.724642739,-354652.036919380,-188909.744834195,0.962370110,0.080219741,0.080340953
595273.732,36481.104605053,-354603.510856701,-188861.330226130,0.962229411,0.081533795,0.081041056
595873.732,37058.399512114,-354554.196373103,-188812.495587767,0.962086592,0.082847810,0.081741054
596473.732,37635.608091280,-354504.093492988,-188763.240982973,0.961941652,0.084161783,0.082440944
597073.732,38212.729069816,-354453.202242168,-188713.566476375,0.961794590,0.085475712,0.083140726
597673.732,38789.761174886,-354401.522647871,-188663.472133367,0.961645407,0.086789594,0.083840399
598273.732,39366.703133559,-354349.054738733,-188612.958020102,0.961494102,0.088103428,0.084539960
598873.732,39943.553672808,-354295.798544806,-188562.024203500,0.961340675,0.089417210,0.085239410
599473.732,40520.311519514,-354241.754097556,-188510.670751242,0.961185127,0.090730938,0.085938746
600073.732,41096.975400463,-354186.921429862,-188458.897731776,0.961027456,0.092044611,0.086637967
600673.732,41673.544042349,-354131.300576017,-188406.705214310,0.960867663,0.093358225,0.087337072
601273.732,42250.016171775,-354074.891571733,-188354.093268822,0.960705748,0.094671779,0.088036060
601873.732,42826.390515256,-354017.694454133,-188301.061966049,0.960541710,0.095985269,0.088734929
602473.732,43402.665799216,-353959.709261759,-188247.611377496,0.960375549,0.097298694,0.089433679
603073.732,43978.840749993,-353900.936034570,-188193.741575434,0.960207266,0.098612052,0.090132308
603673.732,44554.914093839,-353841.374813943,-188139.452632896,0.960036860,0.099925339,0.090830814
604273.732,45130.884556917,-353781.025642670,-188084.744623685,0.959864330,0.101238553,0.091529196
604873.732,45706.750865311,-353719.888564965,-188029.617622366,0.959689677,0.102551693,0.092227454
605473.732,46282.511745018,-353657.963626458,-187974.071704271,0.959512901,0.103864756,0.092925585
606073.732,46858.165921954,-353595.250874202,-187918.106945500,0.959334001,0.105177738,0.093623589
606673.732,47433.712121954,-353531.750356666,-187861.723422919,0.959152978,0.106490639,0.094321464
607273.732,48009.149070774,-353467.462123744,-187804.921214160,0.958969831,0.107803456,0.095019210
607873.732,48584.475494089,-353402.386226748,-187747.700397622,0.958784560,0.109116186,0.095716824
608473.732,49159.690117498,-353336.522718413,-187690.061052472,0.958597164,0.110428827,0.096414305
609073.732,49734.791666523,-353269.871652896,-187632.003258644,0.958407645,0.111741376,0.097111652
609673.732,50309.778866612,-353202.433085778,-187573.527096842,0.958216001,0.113053832,0.097808864
610273.732,50884.650443136,-353134.207074062,-187514.632648535,0.958022233,0.114366191,0.098505940
610873.732,51459.405121394,-353065.193676176,-187455.319995962,0.957826340,0.115678452,0.099202879
611473.732,52034.041626614,-352995.392951973,-187395.589222131,0.957628323,0.116990612,0.099899678
612073.732,52608.558683951,-352924.804962729,-187335.440410817,0.957428181,0.118302668,0.100596337
612673.732,53182.955018492,-352853.429771148,-187274.873646567,0.957225914,0.119614619,0.101292854
613273.732,53757.229355254,-352781.267441360,-187213.889014694,0.957021521,0.120926462,0.101989228
613873.732,54331.380419187,-352708.318038921,-187152.486601283,0.956815004,0.122238194,0.102685459
614473.732,54905.406935174,-352634.581630815,-187090.666493188,0.956606362,0.123549814,0.103381544
615073.732,55479.307628033,-352560.058285453,-187028.428778034,0.956395594,0.124861318,0.104077482
615673.732,56053.081222517,-352484.748072677,-186965.773544216,0.956182700,0.126172705,0.104773272
616273.732,56626.726443317,-352408.651063756,-186902.700880898,0.955967681,0.127483971,0.105468914
616873.732,57200.242015061,-352331.767331391,-186839.210878019,0.955750537,0.128795116,0.106164404
617473.732,57773.626662318,-352254.096949710,-186775.303626284,0.955531266,0.130106135,0.106859743
618073.732,58346.879109594,-352175.639994275,-186710.979217174,0.955309870,0.131417028,0.107554929
618673.732,58919.998081339,-352096.396542079,-186646.237742940,0.955086348,0.132727791,0.108249960
619273.732,59492.982301946,-352016.366671546,-186581.079296604,0.954860700,0.134038422,0.108944835
619873.732,60065.830495748,-351935.550462534,-186515.503971962,0.954632925,0.135348919,0.109639554
620473.732,60638.541387028,-351853.947996334,-186449.511863581,0.954403025,0.136659279,0.110334114
621073.732,61211.113700010,-351771.559355671,-186383.103066803,0.954170998,0.137969500,0.111028515
621673.732,61783.546158869,-351688.384624705,-186316.277677741,0.953936844,0.139279580,0.111722755
622273.732,62355.837487726,-351604.423889029,-186249.035793283,0.953700564,0.140589515,0.112416833
622873.732,62927.986410651,-351519.677235676,-186181.377511089,0.953462158,0.141899305,0.113110747
623473.732,63499.991651667,-351434.144753112,-186113.302929594,0.953221625,0.143208946,0.113804497
624073.732,64071.851934747,-351347.826531240,-186044.812148008,0.952978965,0.144518435,0.114498081
624673.732,64643.565983817,-351260.722661403,-185975.905266315,0.952734178,0.145827772,0.115191497
625273.732,65215.132522756,-351172.833236381,-185906.582385271,0.952487264,0.147136952,0.115884745
625873.732,65786.550275400,-351084.158350393,-185836.843606412,0.952238223,0.148445975,0.116577823
626473.732,66357.817965541,-350994.698099096,-185766.689032047,0.951987056,0.149754836,0.117270730
627073.732,66928.934316928,-350904.452579591,-185696.118765259,0.951733761,0.151063535,0.117963464
627673.732,67499.898053268,-350813.421890416,-185625.132909909,0.951478339,0.152372068,0.118656025
628273.732,68070.707898229,-350721.606131552,-185553.731570634,0.951220790,0.153680433,0.119348410
628873.732,68641.362575440,-350629.005404423,-185481.914852849,0.950961113,0.154988628,0.120040620
629473.732,69211.860808490,-350535.619811893,-185409.682862741,0.950699309,0.156296651,0.120732651
630073.732,69782.201320934,-350441.449458272,-185337.035707280,0.950435378,0.157604498,0.121424504
630673.732,70352.382836291,-350346.494449313,-185263.973494209,0.950169319,0.158912168,0.122116176
631273.732,70922.404078043,-350250.754892214,-185190.496332051,0.949901132,0.160219658,0.122807667
631873.732,71492.263769643,-350154.230895617,-185116.604330106,0.949630818,0.161526966,0.123498975
632473.732,72061.960634509,-350056.922569612,-185042.297598453,0.949358377,0.162834089,0.124190099
633073.732,72631.493396029,-349958.830025733,-184967.576247950,0.949083807,0.164141025,0.124881038
633673.732,73200.860777562,-349859.953376964,-184892.440390231,0.948807110,0.165447772,0.125571790
634273.732,73770.061502437,-349760.292737735,-184816.890137713,0.948528285,0.166754327,0.126262354
634873.732,74339.094293958,-349659.848223925,-184740.925603591,0.948247332,0.168060687,0.126952728
635473.732,74907.957875402,-349558.619952863,-184664.546901839,0.947964251,0.169366850,0.127642912
636073.732,75476.650970019,-349456.608043327,-184587.754147211,0.947679043,0.170672815,0.128332904
636673.732,76045.172301040,-349353.812615545,-184510.547455244,0.947391706,0.171978577,0.129022703
637273.732,76613.520591668,-349250.233791197,-184432.926942252,0.947102241,0.173284136,0.129712308
637873.732,77181.694565089,-349145.871693416,-184354.892725332,0.946810649,0.174589488,0.130401716
638473.732,77749.692944467,-349040.726446786,-184276.444922363,0.946516928,0.175894632,0.131090928
639073.732,78317.514452947,-348934.798177344,-184197.583652005,0.946221079,0.177199564,0.131779941
639673.732,78885.157813658,-348828.087012583,-184118.309033699,0.945923102,0.178504283,0.132468754
640273.732,79452.621749711,-348720.593081448,-184038.621187669,0.945622997,0.179808785,0.133157366
640873.732,80019.904984202,-348612.316514340,-183958.520234922,0.945320763,0.181113069,0.133845776
641473.732,80587.006240213,-348503.257443117,-183878.006297247,0.945016402,0.182417132,0.134533982
642073.732,81153.924240814,-348393.416001094,-183797.079497217,0.944709912,0.183720971,0.135221984
642673.732,81720.657709062,-348282.792323041,-183715.739958189,0.944401294,0.185024585,0.135909779
643273.732,82287.205368004,-348171.386545188,-183633.987804301,0.944090548,0.186327970,0.136597366
643873.732,82853.565940679,-348059.198805222,-183551.823160479,0.943777673,0.187631125,0.137284745
644473.732,83419.738150117,-347946.229242293,-183469.246152432,0.943462670,0.188934046,0.137971913
645073.732,83985.720719342,-347832.477997006,-183386.256906651,0.943145539,0.190236732,0.138658870
645673.732,84551.512371372,-347717.945211431,-183302.855550417,0.942826280,0.191539180,0.139345615
646273.732,85117.111829219,-347602.631029098,-183219.042211793,0.942504892,0.192841388,0.140032145
646873.732,85682.517815897,-347486.535594999,-183134.817019629,0.942181376,0.194143352,0.140718460
647473.732,86247.729054412,-347369.659055588,-183050.180103561,0.941855731,0.195445071,0.141404558
648073.732,86812.744267775,-347252.001558786,-182965.131594011,0.941527959,0.196746543,0.142090438
648673.732,87377.562178994,-347133.563253974,-182879.671622188,0.941198057,0.198047764,0.142776098
649273.732,87942.181511080,-347014.344292002,-182793.800320088,0.940866028,0.199348733,0.143461538
649873.732,88506.600987049,-346894.344825183,-182707.517820496,0.940531870,0.200649447,0.144146756
650473.732,89070.819329918,-346773.565007297,-182620.824256981,0.940195584,0.201949903,0.144831751
651073.732,89634.835262712,-346652.004993593,-182533.719763905,0.939857170,0.203250099,0.145516521
651673.732,90198.647508463,-346529.664940786,-182446.204476413,0.939516628,0.204550033,0.146201066
652273.732,90762.254790211,-346406.545007061,-182358.278530444,0.939173957,0.205849702,0.146885383
652873.732,91325.655831005,-346282.645352071,-182269.942062722,0.938829158,0.207149103,0.147569471
653473.732,91888.849353905,-346157.966136940,-182181.195210762,0.938482231,0.208448235,0.148253330
654073.732,92451.834081983,-346032.507524263,-182092.038112870,0.938133175,0.209747095,0.148936958
654673.732,93014.608738325,-345906.269678106,-182002.470908140,0.937781991,0.211045680,0.149620353
655273.732,93577.172046030,-345779.252764009,-181912.493736457,0.937428680,0.212343988,0.150303514
655873.732,94139.522728214,-345651.456948983,-181822.106738498,0.937073240,0.213642016,0.150986440
656473.732,94701.659508011,-345522.882401513,-181731.310055729,0.936715672,0.214939762,0.151669130
657073.732,95263.581108570,-345393.529291560,-181640.103830410,0.936355976,0.216237224,0.152351582
657673.732,95825.286253064,-345263.397790560,-181548.488205590,0.935994151,0.217534398,0.153033794
658273.732,96386.773664684,-345132.488071423,-181456.463325113,0.935630199,0.218831284,0.153715767
658873.732,96948.042066644,-345000.800308539,-181364.029333613,0.935264119,0.220127877,0.154397498
659473.732,97509.090182183,-344868.334677774,-181271.186376518,0.934895911,0.221424176,0.155078985
660073.732,98069.916734562,-344735.091356471,-181177.934600050,0.934525575,0.222720178,0.155760229
660673.732,98630.520447070,-344601.070523455,-181084.274151222,0.934153112,0.224015881,0.156441226
661273.732,99190.900043024,-344466.272359028,-180990.205177845,0.933778520,0.225311283,0.157121977
661873.732,99751.054245768,-344330.697044974,-180895.727828520,0.933401801,0.226606380,0.157802479
662473.732,100310.981778678,-344194.344764558,-180800.842252645,0.933022954,0.227901170,0.158482732
663073.732,100870.681365160,-344057.215702529,-180705.548600412,0.932641980,0.229195651,0.159162734
663673.732,101430.151728652,-343919.310045115,-180609.847022809,0.932258877,0.230489821,0.159842483
664273.732,101989.391592628,-343780.627980032,-180513.737671619,0.931873648,0.231783677,0.160521979
664873.732,102548.399680596,-343641.169696477,-180417.220699422,0.931486291,0.233077216,0.161201219
665473.732,103107.174716102,-343500.935385134,-180320.296259594,0.931096806,0.234370436,0.161880204
666073.732,103665.715422728,-343359.925238173,-180222.964506306,0.930705195,0.235663334,0.162558931
666673.732,104224.020524095,-343218.139449249,-180125.225594529,0.930311455,0.236955908,0.163237399
667273.732,104782.088743869,-343075.578213508,-180027.079680029,0.929915589,0.238248156,0.163915606
667873.732,105339.918805752,-342932.241727581,-179928.526919371,0.929517596,0.239540075,0.164593552
668473.732,105897.509433493,-342788.130189590,-179829.567469919,0.929117475,0.240831663,0.165271235
669073.732,106454.859350885,-342643.243799146,-179730.201489834,0.928715228,0.242122916,0.165948654
669673.732,107011.967281767,-342497.582757351,-179630.429138077,0.928310854,0.243413833,0.166625807
670273.732,107568.831950025,-342351.147266798,-179530.250574407,0.927904353,0.244704412,0.167302694
670873.732,108125.452079594,-342203.937531574,-179429.665959385,0.927495725,0.245994649,0.167979312
671473.732,108681.826394458,-342055.953757258,-179328.675454368,0.927084970,0.247284542,0.168655660
672073.732,109237.953618654,-341907.196150922,-179227.279221518,0.926672089,0.248574088,0.169331738
672673.732,109793.832476270,-341757.664921134,-179125.477423796,0.926257082,0.249863286,0.170007543
673273.732,110349.461691451,-341607.360277957,-179023.270224962,0.925839948,0.251152132,0.170683074
673873.732,110904.839988393,-341456.282432951,-178920.657789580,0.925420688,0.252440625,0.171358331
674473.732,111459.966091354,-341304.431599171,-178817.640283015,0.924999301,0.253728761,0.172033311
675073.732,112014.838724647,-341151.807991172,-178714.217871436,0.924575789,0.255016539,0.172708014
675673.732,112569.456612644,-340998.411825008,-178610.390721811,0.924150150,0.256303955,0.173382438
676273.732,113123.818479781,-340844.243318231,-178506.159001914,0.923722386,0.257591007,0.174056582
676873.732,113677.923050554,-340689.302689894,-178401.522880322,0.923292496,0.258877693,0.174730443
677473.732,114231.769049524,-340533.590160551,-178296.482526414,0.922860480,0.260164010,0.175404022
678073.732,114785.355201317,-340377.105952259,-178191.038110376,0.922426338,0.261449956,0.176077317
678673.732,115338.680230623,-340219.850288576,-178085.189803196,0.921990072,0.262735527,0.176750326
679273.732,115891.742862205,-340061.823394566,-177978.937776668,0.921551679,0.264020723,0.177423048
679873.732,116444.541820891,-339903.025496795,-177872.282203390,0.921111162,0.265305540,0.178095482
680473.732,116997.075831582,-339743.456823336,-177765.223256769,0.920668519,0.266589975,0.178767625
681073.732,117549.343619250,-339583.117603767,-177657.761111014,0.920223752,0.267874026,0.179439478
681673.732,118101.343908942,-339422.008069174,-177549.895941144,0.919776860,0.269157691,0.180111039
682273.732,118653.075425778,-339260.128452151,-177441.627922981,0.919327842,0.270440967,0.180782306
682873.732,119204.536894956,-339097.478986799,-177332.957233158,0.918876701,0.271723852,0.181453278
683473.732,119755.727041752,-338934.059908730,-177223.884049114,0.918423435,0.273006343,0.182123953
684073.732,120306.644591520,-338769.871455066,-177114.408549095,0.917968044,0.274288437,0.182794331
